,DCC0174,DCC0092,DCC0053,DCC1197,DCC0335,DCC0169,DCC0421,DCC0018,DCC0071,DCC0026,DCC0239,DCC0167,DCC1333,DCC0144,DCC1395,DCC0204,DCC0123,DCC0102,DCC1481,DCC1252,DCC0046,DCC1353,DCC0297,DCC1282,DCC0242,DCC1535,DCC0217,DCC1356,DCC1707,DCC0277,DCC1434,DCC1285,DCC0361,DCC0136,DCC0086,DCC1493,DCC0064,DCC0028,DCC0165,DCC0306,DCC0070,DCC0061,DCC0108,DCC0344,DCC0114,DCC0322,DCC1363,DCC1509,DCC0172,DCC0191,DCC0192,DCC0330,DCC0303,DCC0022,DCC0199,DCC0267,DCC1422,DCC0258,DCC0231,DCC0336,DCC0109,DCC1412,DCC0247,DCC1361,DCC0051,DCC1686,DCC0014,DCC0328,DCC1372,DCC0180,DCC0089,DCC1466,DCC1380,DCC1427,DCC0313,DCC0289,DCC0057,DCC0023,DCC1240,DCC0299,DCC1399,DCC1524,DCC1520,DCC0113,DCC0115,DCC0118,DCC0241,DCC0197,DCC1459,DCC0149,DCC0287,DCC0103,DCC0177,DCC0112,DCC0311,DCC0315,DCC0243,DCC1357,DCC0111,DCC0275,DCC1488,DCC0332,DCC0055,DCC0148,DCC1205,DCC1537,DCC0179,DCC0214,DCC1231,DCC0237,DCC1436,DCC0068,DCC0301,DCC0209,DCC0049,DCC1559,DCC0021,DCC0920,DCC0073,DCC0254,DCC0121,DCC0156,DCC0319,DCC0238,DCC0091,DCC0284,DCC1400,DCC0885,DCC1505,DCC0106,DCC1495,DCC1386,DCC0104,DCC0261,DCC0074,DCC0036,DCC0063,DCC0185,DCC0124,DCC1200,DCC0088,DCC0043,DCC0069,DCC1407,DCC0269,DCC1235,DCC0096,DCC1545,DCC0060,DCC0027,DCC0158,DCC1207,DCC1541,DCC1658,DCC1508,DCC1262,DCC0248,DCC0134,DCC0228,DCC0233,DCC1471,DCC0215,DCC1641,DCC0150,DCC0184,DCC0225,DCC0288,DCC0310,DCC0100,DCC1522,DCC1666,DCC0304,DCC1247,DCC0099,DCC0080,DCC0175,DCC0203,DCC0265,DCC0155,DCC0126,DCC0347,DCC0119,DCC0032,DCC0272,DCC0039,DCC1548,DCC1468,DCC0050,DCC0337,DCC0270,DCC0097,DCC0131,DCC0141,DCC0369,DCC0253,DCC0132,DCC0178,DCC0075,DCC1552,DCC1515,DCC1302,DCC1599,DCC0047,DCC0095,DCC0128,DCC0147,DCC0098,DCC0195,DCC0079,DCC0093,DCC0040,DCC1365,DCC1614,DCC0216,DCC0333,DCC0161,DCC0286,DCC1384,DCC0250,DCC0029,DCC1539,DCC1534,DCC0066,DCC1662,DCC0302,DCC0019,DCC0279,DCC1601,DCC1502,DCC0325,DCC1455,DCC1354,DCC0122,DCC0259,DCC0062,DCC1191,DCC0327,DCC1368,DCC0044,DCC0273,DCC1345,DCC0198,DCC0083,DCC0085,DCC1210,DCC0037,DCC0298,DCC0202,DCC0186,DCC0015,DCC0030,DCC0282,DCC1525,DCC1423,DCC0235,DCC0281,DCC1501,DCC1546,DCC0145,DCC1680,DCC1489,DCC0153,DCC1280,DCC1454,DCC1367,DCC0295,DCC1246,DCC0285,DCC0320,DCC0266,DCC1259,DCC0276,DCC0264,DCC1414,DCC0025,DCC0045,DCC0314,DCC0033,DCC0255,DCC0129,DCC0213,DCC0230,DCC0240,DCC1339,DCC0020,DCC0324,DCC0251,DCC0201,DCC1411,DCC0312
DCC0174,0.0,0.325301205,0.449626913,0.434807301,0.408163265,0.598983199,0.532379925,0.436606318,0.297288984,0.492201388,0.296296296,0.464285714,0.333608508,0.415730337,0.599240566,0.36862576,0.365853659,0.382881224,0.30935815,0.364323813,0.326530612,0.467270821,0.328947368,0.363602787,0.257142857,0.353658537,0.919616667,0.531876557,0.318681319,0.282352941,0.497630209,0.391094007,0.311688312,0.42621085,0.353326499,0.350336494,0.584961013,0.35936445,0.476391792,0.399191921,0.37697378,0.481950641,0.156647513,0.44425863,0.376344086,0.676200747,0.353087147,0.641191931,0.436141312,0.263675243,0.311823875,0.413043478,0.523576433,0.591405153,0.448771238,0.6196483,0.541695654,0.40734911,0.285714286,0.34748897,0.713234475,0.443231553,0.481112307,0.569767442,0.331961006,0.369565217,0.562358075,0.310508518,0.446920484,0.299188362,0.348604649,0.177382559,0.492793835,0.294954628,0.380434783,0.423440516,0.686755423,0.310368419,0.397727273,0.393657907,0.653333333,0.371332938,0.398376822,0.483524561,0.476222754,0.353658537,0.419798374,0.544988501,0.276595745,0.255555556,0.357560337,0.318181818,0.3080552,0.396407425,0.373493976,0.697954254,0.360824823,0.337209302,0.406593407,0.446016163,0.379310345,0.538461538,0.445574552,0.317827016,0.532926261,0.313253012,0.382022472,0.379687726,0.439887239,0.464285714,0.578172412,0.340206186,0.395604396,0.35962522,0.496853292,0.372055084,0.418311626,0.434058934,0.60521042,0.350649357,0.635588607,0.415253103,0.417475728,0.343711704,0.401960784,0.298399836,0.27541848,0.647173282,0.644255541,0.619864914,0.410958904,0.60964066,0.325581395,0.530292571,0.719197543,0.635616016,0.332011253,0.272517264,0.351648352,0.402597403,0.415730337,0.407601476,0.475862077,0.520338762,0.642145542,0.28,0.38372093,0.481276333,0.568514495,0.614477241,0.367816092,0.450088861,0.489752356,0.329491907,0.631578947,0.293837309,0.339584947,0.644201201,0.32967033,0.619581882,0.298701299,0.313953488,0.583573037,0.320512821,0.51606524,0.411111111,0.431818182,0.334318727,0.504571138,0.253333333,0.333333333,0.381311029,0.370634675,0.441647291,0.379746835,0.36,0.404761905,0.376846284,0.582089552,0.346534653,0.309632033,0.338433305,0.491050422,0.542082131,0.616478264,0.492972084,0.337209302,0.336956522,0.662665424,0.674962409,0.447058824,0.355555556,0.283496737,0.36,0.941686117,0.394577324,0.47826087,0.42182377,0.569892473,0.31084308,0.402298851,0.371794872,0.689189189,0.377457023,0.282051282,0.314814815,0.327903718,0.336842105,0.3875,0.327158898,0.385834605,0.420454545,0.431818182,0.442938685,0.577284684,0.392857143,0.605517388,0.317073171,0.349443156,0.221723431,0.252489814,0.376237624,0.381249206,0.514337778,0.424179928,0.486325024,0.346938776,0.303370787,0.643002705,0.438636363,0.724787643,0.559435904,0.357901603,0.38372093,0.267674953,0.350282025,0.268793464,0.354166667,0.273831418,0.24,0.423076923,0.678328428,0.373493976,0.876425428,0.395581841,0.463414634,0.30235973,0.273036063,0.167700149,0.640626648,0.300287992,0.537340164,0.345238095,0.946864722,0.337078652,0.316240668,0.54104952,0.445934892,0.612738213,0.588853961,0.388888889,0.430232558,0.354166667,0.348150432,0.303370787,0.387755102,0.226916984,0.380952381,0.374928147,0.657142857,0.31884058,0.393136235,0.274653524,0.403642125,0.31196761,0.376344086,0.615796946,0.261141568,0.371794872,0.345967293,0.443333922,0.639090574,0.456494063,0.333333333,0.288888889,0.344086022,0.414845109,0.649350649,0.32108289,0.3
DCC0092,0.325301205,0.0,0.347808689,0.308823529,0.418604651,0.563219094,0.367509067,0.435483871,0.296993285,0.411648214,0.412698413,0.289156627,0.347826087,0.375,0.406966941,0.253731343,0.246753247,0.4,0.333810666,0.328571429,0.373493976,0.294117647,0.349206349,0.35,0.283913076,0.376811594,0.328386539,0.390540858,0.464788732,0.301554382,0.31884058,0.333333333,0.314493269,0.242737632,0.433333333,0.393939394,0.391441375,0.460835516,0.373618484,0.297890961,0.288418246,0.356733203,0.254237288,0.31,0.473684211,0.341463415,0.50417616,0.505265355,0.409090909,0.491803279,0.344036996,0.407407407,0.454557419,0.382103952,0.47761194,0.446403652,0.372881356,0.28960371,0.352941176,0.413806081,0.566850185,0.365079365,0.542983294,0.339106351,0.352112676,0.613277106,0.500080764,0.974892762,0.236029072,0.302479175,0.299479127,0.396451807,0.331109226,0.266666667,0.405063291,0.344827586,0.417154044,0.35483871,0.320987654,0.547096766,0.363286495,0.397058824,0.406369179,0.316858292,0.56,0.319444444,0.451612903,0.516473001,0.333333333,0.447761194,0.364681392,0.282051282,0.351351351,0.410958904,0.256410256,0.49658919,0.352112676,0.47761194,0.34939759,0.36376518,0.268292683,0.409090909,0.476923077,0.342465753,0.4,0.297390041,0.320987654,0.278511218,0.387096774,0.305368036,0.332591206,0.443037975,0.3875,0.291666667,0.283485447,0.421875,0.342068791,0.338709677,0.584615385,0.4,0.482731372,0.393939394,0.340206186,0.416666667,0.336842105,0.24169554,0.435483871,0.458056211,0.352720112,0.425723554,0.435907751,0.484375,0.41864869,0.409836066,0.464252964,0.449013114,0.430769231,0.292307692,0.445945946,0.352941176,0.428571429,0.338028169,0.317877591,0.407894737,0.581818182,0.290322581,0.514705882,0.397260274,0.472164217,0.469772071,0.337662338,0.397058824,0.307692308,0.382068723,0.391739517,0.228571429,0.341066062,0.509035928,0.396448314,0.5,0.2,0.227848101,0.504006445,0.332361609,0.393939394,0.37037037,0.41025641,0.428023428,0.366666667,0.258064516,0.405507267,0.486486486,0.338028169,0.593220339,0.351744831,0.395348837,0.342105263,0.291666667,0.213110059,0.481481481,0.328253024,0.453358948,0.329469562,0.487993777,0.287157416,0.333333333,0.287798654,0.422960075,0.411808841,0.543460846,0.373500258,0.394736842,0.293713301,0.395348837,0.506666667,0.342653662,0.44126749,0.330590626,0.362594813,0.308248341,0.294651926,0.358208955,0.441392779,0.46969697,0.35483871,0.47268036,0.388888889,0.305882353,0.417910448,0.421875,0.276923077,0.345679012,0.30952381,0.393939394,0.47247836,0.402777778,0.451893955,0.279251507,0.690410166,0.8,0.376421023,0.382022472,0.345183462,0.286720008,0.588382543,0.367647059,0.526315789,0.408450704,0.393947558,0.46969697,0.459235437,0.454545455,0.447761194,0.514705882,0.206896552,1.0,0.2,0.379038483,0.295774648,0.325833052,0.282383591,0.507949591,0.272727273,0.411985219,0.339622642,0.328662783,0.379310345,0.401670776,0.301892549,0.507125616,0.404595286,0.319148936,0.447761194,0.295774668,0.271604938,0.375966728,0.462962963,0.4,0.477527062,0.463240296,0.493150685,0.38961039,0.357142857,0.409090909,0.449275362,0.463414634,0.4,0.282051282,0.333333333,0.207604185,0.293103448,0.66364044,0.32272744,0.363636364,0.345454545,0.34939759,0.414111364,0.320810944,0.421875,0.296875,0.340243578,0.429431893,0.4017829,0.333333333,0.492537313,0.434210526,0.356164384,0.497420012,0.371428571,0.364864865
DCC0053,0.449626913,0.347808689,0.0,0.540852427,0.447941001,0.365803301,0.71581155,0.559957385,0.480251402,0.405520558,0.263157895,0.587663293,0.433962264,0.256756757,0.402439491,0.367346939,0.196969697,0.180454334,0.560283363,0.545718348,0.25974026,0.432935119,0.34940064,0.481680781,0.21899538,0.278688525,0.450329751,0.402862909,0.266210318,0.33708933,0.496897548,0.515273452,0.270529807,0.558720767,0.498338193,0.363636364,0.562892377,0.319444444,0.48002097,0.624527196,0.346735499,0.419124246,0.295454545,0.280898876,0.266666667,0.40789032,0.316645682,0.46150893,0.161740655,0.213114754,0.513632357,0.25974026,0.768727122,0.425771207,0.205882353,0.602096423,0.346344799,0.634655833,0.496558219,0.373134328,0.376547786,0.333983485,0.425925926,0.463844508,0.436363636,0.301779866,0.395080537,0.468828946,0.413429826,0.302383596,0.551430464,0.303489745,0.608034614,0.452174366,0.279269516,0.605263158,0.559776829,0.30156368,0.232876712,0.307742494,0.333666921,0.614855945,0.395331681,0.469739765,0.234567901,0.281512364,0.462001294,0.357913256,0.403225806,0.268640459,0.587782264,0.274867207,0.530281016,0.445960969,0.209263141,0.331858337,0.410714286,0.231169239,0.234169749,0.429448813,0.618806958,0.258823529,0.392347723,0.396551724,0.390942484,0.224968875,0.263602989,0.427200347,0.713271677,0.390178025,0.487925868,0.364007914,0.363455415,0.567570746,0.405451626,0.298245614,0.475430936,0.414993512,0.519693732,0.396226415,0.433954597,0.290077686,0.304084182,0.282306105,0.240796797,0.346153846,0.333333333,0.534705881,0.535849057,0.395680887,0.307223052,0.412584901,0.448935121,0.357930809,0.372958483,0.52219224,0.549646378,0.354689002,0.267605634,0.33615005,0.214522142,0.42042169,0.665512944,0.481026322,0.377780229,0.3125,0.228571429,0.475057125,0.486630827,0.608739176,0.25569108,0.794495101,0.578057347,0.339964724,0.323412925,0.352941176,0.47105661,0.546425641,0.237056843,0.528156015,0.228645936,0.220396355,0.437164664,0.310516715,0.282241143,0.233201564,0.196145232,0.6,0.694785669,0.29787234,0.408622682,0.347826087,0.392857143,0.383359045,0.28521657,0.512298167,0.379871106,0.492080897,0.230227905,0.320512821,0.4,0.413442131,0.452298582,0.408532113,0.417934507,0.8,0.271422327,0.323529412,0.43842572,0.380721003,0.344617635,0.328358209,0.450836927,0.271604938,0.438448573,0.557086408,0.2875,0.336069763,0.241758242,0.8,0.403776719,0.280740129,0.455527395,0.280401945,0.1583267,0.329268293,0.491082758,0.286513537,0.196188042,0.307046801,0.40456447,0.231833841,0.332020495,0.325273663,0.591525623,0.242150125,0.669882144,0.276893197,0.347315192,0.359889597,0.353166729,0.308641975,0.378806275,0.267380267,0.365972519,0.40733726,0.32,0.383333333,0.496596366,0.333215296,0.595968664,0.372796579,0.333333333,0.228571429,0.241687396,0.387849361,0.235966101,0.276315789,0.388888889,0.213644177,0.584582186,0.37306574,0.277007452,0.468002042,0.630342364,0.58695215,0.575,0.31372549,0.315912843,0.411200196,0.309090909,0.476551384,0.212121212,0.416797766,0.280380398,0.282256451,0.410252094,0.504798961,0.504721105,0.625337058,0.27387953,0.261334151,0.247134891,0.266666667,0.73418349,0.210943341,0.265108436,0.302773237,0.491365016,0.326469749,0.329614619,0.33542555,0.331097633,0.537708706,0.290611893,0.25,0.395913018,0.390230507,0.298245614,0.554307401,0.968052975,0.378268615,0.3767691,0.300709039,0.278946579,0.314285714,0.36693278,0.415378809,0.410714286,0.427775042
DCC1197,0.434807301,0.308823529,0.540852427,0.0,0.408852547,0.364864865,0.382352941,0.593697309,0.615427732,0.343929559,0.292307692,0.478889883,0.313342331,0.4,0.444444454,0.460078657,0.246575342,0.388059701,0.46254909,0.95,0.329445732,0.95,0.355932203,0.640559077,0.34,0.384615385,0.458157629,0.459687061,0.356164384,0.442622951,0.60818696,0.426666667,0.332480634,0.545446455,0.577255666,0.339394298,0.430555556,0.43742376,0.525227335,0.520591557,0.31498133,0.413610727,0.212127166,0.367772132,0.449695927,0.494028479,0.331419259,0.376811594,0.337664144,0.34375,0.868569175,0.434210526,0.333333333,0.467282492,0.305555556,0.344573945,0.416176289,0.697493958,0.668268773,0.424657534,0.334777073,0.355297714,0.348484848,0.389961958,0.449466467,0.418918919,0.363636364,0.29181236,0.316706955,0.311119966,0.591350436,0.286006689,0.469680002,0.472480565,0.376623377,0.589422345,0.270270053,0.410714286,0.397260274,0.407407407,0.320512821,0.499658981,0.416666667,0.372806519,0.493333333,0.343283582,0.433813453,0.328571429,0.455882353,0.260273973,0.66594708,0.461538462,0.526589086,0.555650353,0.260608378,0.355262848,0.42013213,0.362318841,0.464717423,0.39135164,0.95,0.352272727,0.444444444,0.367647059,0.450293124,0.342445625,0.444437694,0.445241958,0.553711543,0.425438732,0.552066863,0.400677919,0.347105354,0.9,0.492439687,0.409836066,0.419354839,0.467738527,0.324324324,0.396662354,0.372460432,0.353354007,0.388888889,0.346179456,0.386363636,0.413793103,0.365359414,0.37037037,0.283181131,0.431257878,0.413793103,0.355956167,0.347826087,0.413007021,0.431372549,0.403515041,0.466494173,0.403074682,0.457142857,0.438732629,0.381578947,0.513307273,0.531614661,0.463360171,0.365276241,0.229508197,0.342465753,0.593277395,0.35483871,0.326156765,0.441176471,0.551506162,0.555368389,0.350649351,0.373333333,0.429028809,0.415736347,0.410068959,0.463519538,0.373333333,0.266676598,0.415384615,0.375,0.490909091,0.420127213,0.492830261,0.5,0.591568351,0.512372032,0.257587838,0.392035663,0.418918919,0.56207031,0.392068803,0.23943662,0.369047619,0.405797101,0.391269952,0.235174126,0.385542169,0.314857483,0.520469773,0.63958629,0.28772068,0.442622951,0.543866515,0.323943662,0.416666667,0.355713047,0.402777778,0.343088686,0.402777778,0.638148866,0.369047619,0.421052632,0.749751193,0.545579083,0.277777778,0.409874124,0.619099974,0.364864865,0.433333333,0.444444444,0.316825718,0.462962963,0.390804598,0.398963779,0.394736842,0.525423729,0.387096774,0.395433366,0.424657534,0.381578947,0.389933378,0.375,0.456531,0.294699579,0.227654832,0.45,0.2,0.318151891,0.456790123,0.389830508,0.443806529,0.333333333,0.410305142,0.423076923,0.357142857,0.382954656,0.391514689,0.39595142,0.433852136,0.373134328,0.342465753,0.413043478,0.2,0.376971453,0.387095574,0.318181818,0.309090909,0.513408819,0.386966433,0.430769231,0.30675791,0.543811083,0.855871753,0.445256233,0.326436132,0.371515576,0.38818346,0.556371838,0.428057551,0.373134328,0.467741935,0.29275915,0.35504895,0.457803715,0.581091692,0.353657097,0.419354839,0.425311827,0.5,0.400258802,0.296956003,0.676056379,0.402439024,0.283702128,0.417910448,0.585469842,0.233766234,0.38071918,0.290909091,0.320465326,0.568975045,0.342009654,0.479814162,0.413078066,0.365384615,0.409836066,0.791577658,0.49717164,0.41517962,0.235294118,0.406779661,0.30667791,0.415253343,0.342857143,0.376623377,0.368580908,0.372908056
DCC0335,0.408163265,0.418604651,0.447941001,0.408852547,0.0,0.595238095,0.494117647,0.426829268,0.57325458,0.47826087,0.426829268,0.37755102,0.44047619,0.703703704,0.365209311,0.473684211,0.493975904,0.465116279,0.355887136,0.862437453,0.494736842,0.397590361,0.6,0.638554217,0.435377934,0.464285714,0.38,0.481927711,0.389473684,0.475609756,0.4875,0.666666667,0.341550767,0.341176471,0.373493976,0.395348837,0.511111111,0.627906977,0.463414634,0.542176902,0.533222229,0.450549451,0.291139241,0.528846154,0.505376344,0.550561798,0.366666667,0.505882353,0.47906509,0.4,0.410614183,0.632183908,0.506024096,0.626262626,0.443181818,0.48,0.313253012,0.374908849,0.445783133,0.522222222,0.578313253,0.357142857,0.487804878,0.455445545,0.512195122,0.662650602,0.568181818,0.349519283,0.270588235,0.510546704,0.428571429,0.247058824,0.41703498,0.481927711,0.544444444,0.358974359,0.280212464,0.34939759,0.459239125,0.561535776,0.402061856,0.5,0.626506024,0.352272727,0.579846859,0.403852284,0.475,0.448275862,0.590361446,0.373626374,0.414033564,0.523809524,0.56097561,0.578313253,0.518072289,0.392857143,0.530864198,0.426966292,0.647058824,0.361445783,0.81185969,0.6,0.493975904,0.536585366,0.416666667,0.423529412,0.57866546,0.274249962,0.486936343,0.382022573,0.356099582,0.885762547,0.510869565,0.457831325,0.289825521,0.451219512,0.475609756,0.3875,0.43956044,0.469135802,0.494736842,0.333333333,0.504761905,0.329411765,0.519607843,0.455696203,0.360465116,0.617977528,0.43877551,0.390804598,0.455696203,0.481927711,0.555555556,0.373493976,0.277108434,0.364705882,0.5125,0.317647059,0.588235294,1.0,0.642857143,0.481927711,0.471294992,0.551724138,0.352941176,0.367088608,0.455555556,0.511627907,0.392857143,0.480769231,0.455555556,0.526860315,0.460674157,0.522222222,0.416666667,0.461538462,0.325581395,0.345238095,0.583333333,0.619047619,0.389521539,0.488095238,0.44047619,0.525942361,0.333333333,0.61627907,0.586206897,0.379746835,0.492275664,0.247058824,0.542168675,0.703703704,0.518518519,0.386363636,0.406976744,0.608695652,0.529411765,0.263619721,0.242105263,0.681818182,0.354890782,0.482352941,0.395061728,0.365591398,0.475609756,0.48884369,0.365591398,0.646341463,0.281760203,0.595238095,0.5,0.472527473,0.333333333,0.591397849,0.639534884,0.488624858,0.550530432,0.436120693,0.519230769,0.514040804,0.472527473,0.692569416,0.383838384,0.373626374,0.382716049,0.555555556,0.523809524,0.561797753,0.5,0.416666667,0.3875,0.489130435,0.550561798,0.338276803,0.609756098,0.596997311,0.459183673,0.556575941,0.5,0.351967663,0.397435897,0.641304348,0.385542169,0.373189688,0.331018031,0.390804598,0.636363636,0.505882353,0.336956522,0.373626374,0.404761905,0.377777778,0.506024096,0.455555556,0.438454417,0.3,0.295210982,0.577777778,0.5,0.353356391,0.482076014,0.702380952,0.384615385,0.292134831,0.304737117,0.416751717,0.371461111,0.454545455,0.192771084,0.470588235,0.578632424,0.397853613,0.436781609,0.458823529,0.505747126,0.452800267,0.381555367,0.62195122,0.392857143,0.423529412,0.539325843,0.569767442,0.543478261,0.32967033,0.523809524,0.701149425,0.337078652,0.412037104,0.382716049,0.333333333,0.256097561,0.283950617,0.315789474,0.493670886,0.291139241,0.538461538,0.495145631,0.5,0.451219512,0.457961297,0.470588235,0.392857143,0.327202439,0.413660675,0.454545455,0.556818182,0.530120482,0.39,0.393258427,0.554216867
DCC0169,0.598983199,0.563219094,0.365803301,0.364864865,0.595238095,0.0,0.496133327,0.328947368,0.31899909,0.353453338,0.364864865,0.4,0.5,0.50617284,0.63715627,0.411764706,0.459459459,0.341463415,0.438779801,0.4,0.35483871,0.492537313,0.564516129,0.5,0.272727273,0.38961039,0.552944994,0.572876319,0.234042553,0.363636364,0.514705882,0.548903108,0.276315789,0.464789497,0.425734712,0.386666667,0.758565266,0.476190476,0.523588538,0.29348132,0.331368596,0.366878837,0.246376812,0.415841584,0.425287356,0.469879518,0.596994631,0.724752456,0.346153846,0.271604938,0.266666667,0.657894737,0.478945792,0.549951082,0.321428571,0.423631608,0.365655571,0.32817629,0.444444444,0.5125,0.803777278,0.4,0.8,0.43511501,0.402597403,0.525,1.0,0.585713105,0.369188726,0.296906469,0.507246377,0.276086464,0.33531183,0.507042254,0.464285714,0.363636364,0.379140317,0.454545455,0.352272727,0.685327944,0.304347826,0.465753425,0.545454545,0.430555556,0.387096774,0.35443038,0.378378378,0.761394616,0.567567568,0.282352941,0.347222222,0.435897436,0.4,0.385542169,0.486486486,0.834080815,0.367088608,0.261363636,0.530864198,0.385714286,0.397590361,0.528089888,0.408258855,0.527777778,0.384081244,0.418918919,0.469135802,0.234467739,0.306666667,0.367816092,0.334271193,0.482352941,0.397727273,0.438356164,0.313921784,0.337662338,0.375277722,0.397058824,0.834068546,0.337662338,0.722770939,0.253012048,0.405940594,0.349999889,0.376237624,0.375,0.328947368,0.567255557,0.404494382,0.652316033,0.337837838,0.846995448,0.447368421,0.289473684,0.808983686,0.802500697,0.52173913,0.371428571,0.525641026,0.6,0.452380952,0.426666667,0.550724638,0.536919311,0.777733676,0.352941176,0.306818182,0.443037975,0.841010417,0.422680412,0.352941176,0.465753425,0.480519481,0.457831325,0.331532001,0.4,0.441176471,0.89293165,0.519480519,0.445783133,0.181653203,0.453333333,0.83513759,0.253164557,0.25767678,0.5,0.469879518,0.449026999,0.323943662,0.304347826,0.487451582,0.525,0.38961039,0.44521451,0.381578947,0.466666667,0.461538462,0.293390572,0.186046512,0.483146067,0.324757769,0.535088539,0.347976804,0.41457656,0.381578947,0.470588235,0.423076923,0.545454545,0.739910995,0.836949996,0.4,0.421686747,0.307548106,0.450549451,0.582278481,0.286111861,0.483146067,0.447576404,0.365384615,0.44504869,0.340909091,0.471428571,0.721270886,0.300485849,0.28,0.422680412,0.493333333,0.464285714,0.3375,0.303797468,0.357142857,0.359550562,0.487804878,0.311409473,0.589041096,0.4125,0.411111111,0.350649351,0.689719902,0.540952605,0.430769231,0.451612903,0.434782609,0.241597667,0.719030624,0.265060241,0.542168675,0.6,0.721082956,0.292408764,0.822590647,0.424777627,0.397435897,0.306818182,0.261538462,0.58292111,0.242357477,0.448275862,0.485714286,0.271428571,0.318476737,1.0,0.294117647,0.643235087,0.375226675,0.388846397,0.4375,0.432835821,0.169014085,0.782659149,0.402777778,0.307228565,0.26744186,0.585455158,0.575342466,0.472222222,0.577642825,0.5,0.751177052,0.422390193,0.423529412,0.469135802,0.448275862,0.270123094,0.435897436,0.5,0.240963855,0.287356322,0.352112676,0.317647059,0.30701232,0.715678901,0.4,0.392220289,0.238982107,0.441860465,0.654026708,0.442622951,0.337662338,0.439393939,0.557142857,0.652948939,0.414924986,0.298701299,0.287356322,0.457831325,0.541666667,0.727244954,0.362337708,0.395061728
DCC0421,0.532379925,0.367509067,0.71581155,0.382352941,0.494117647,0.496133327,0.0,0.446153846,0.429862675,0.394705057,0.46875,0.382716049,0.38028169,0.533333333,0.360311598,0.483333333,0.485294118,0.560606061,0.382962435,0.449059205,0.545454545,0.304872036,0.40625,0.547945205,0.262295082,0.5625,0.470071886,0.587301587,0.379746835,0.580645161,0.5,0.539473684,0.384615385,0.358208955,0.479046667,0.447761194,0.448717949,0.695652174,0.405797101,0.544894692,0.403225806,0.493434906,0.179104478,0.462365591,0.481012658,0.533333333,0.363604516,0.567164179,0.484848485,0.297297297,0.419354839,0.565789474,0.88300561,0.4375,0.424657534,0.741594269,0.387096774,0.436363636,0.426470588,0.540540541,0.521126761,0.421875,0.627321601,0.407540232,0.485294118,0.597222222,0.511583865,0.458426237,0.278073102,0.387096774,0.347222222,0.383582592,0.56139079,0.515151515,0.526315789,0.317460317,0.691397514,0.236111111,0.534246575,0.314582565,0.298850575,0.44277383,0.555555556,0.392975718,0.469879518,0.369863014,0.507936508,0.584615385,0.453333333,0.397260274,0.298261307,0.640625,0.615384615,0.521126761,0.514705882,0.566666667,0.485294118,0.405405405,0.5,0.475409836,0.48254855,0.417582418,0.442857143,0.471428571,0.5,0.420289855,0.513513514,0.288307198,0.525854069,0.386636645,0.515082558,0.608108108,0.409322202,0.420289855,0.348862876,0.454545455,0.4,0.466666667,0.463723689,0.454545455,0.576677978,0.426470588,0.391752577,0.323529412,0.466666667,0.586206897,0.287671233,0.8,0.663057372,0.38028169,0.314285714,0.449275362,0.537313433,0.4,0.373885256,0.514322698,0.484848485,0.412698413,0.555555556,0.447761194,0.554054054,0.515151515,0.570943624,0.513513514,0.410246551,0.440677966,0.479452055,0.507042254,0.446153846,0.770283187,0.5,0.722789341,0.543649203,0.628571429,0.376719981,0.568965517,0.338235294,0.40625,0.641791045,0.650879627,0.174054712,0.397260274,0.57191211,0.352941176,0.426470588,0.487179487,0.513157895,0.464995503,0.619962312,0.296875,0.458333333,0.455696203,0.515151515,0.394366197,0.38028169,0.602564103,0.507042254,0.33541406,0.270406603,0.582278481,0.341065237,0.609375,0.428571429,0.348573178,0.420289855,0.610799536,0.3,0.473684211,0.342008322,0.594004691,0.435686529,0.5,0.416666667,0.602564103,0.532467532,0.322580645,0.453488372,0.338983051,0.436170213,0.414744384,0.331440303,0.391304348,0.457304716,0.397260274,0.289855072,0.541176471,0.4,0.589041096,0.40639177,0.28,0.442622951,0.425,0.691176471,0.426470588,0.8,0.472222222,0.823876411,0.405797101,0.492307692,0.377444625,0.396093696,0.542168675,0.46031746,0.333333333,0.333375797,0.420289855,0.5125,0.478873239,0.331947953,0.397260274,0.461538462,0.471484436,0.36,0.479452055,0.293103448,0.537699223,0.21406277,0.43373494,0.515625,0.223880597,0.438377389,0.579539537,0.471428571,0.555846004,0.371594638,0.382978857,0.352843045,0.435483871,0.206349206,0.59375,0.424242424,0.263078509,0.416666667,0.507462687,0.421052632,0.434782609,0.28292498,0.617647059,0.527434647,0.813378749,0.480519481,0.493333333,0.586666667,0.420289855,0.438356164,0.436781609,0.352112676,0.478873239,0.390625,0.25,0.355932203,0.606702507,0.382206738,0.489650577,0.274193548,0.392857143,0.455555556,0.306451613,0.454545455,0.304292798,0.689280116,0.540983607,0.484896008,0.367647059,0.418918919,0.652173913,0.529411765,0.493457317,0.442857143,0.606060606
